speaker_id,birth place,city,native language,other language(s),age,sex,age of english onset,english learning method,english residence,length of english residence,language
1680,"caracas, venezuela",caracas,spanish,german japanese,20,male,18,academic,,0 years,spanish110
1681,"radstadt, austria",radstadt,german,spanish italian,32,female,8,academic,"uk, usa",4 years,german30
1682,"sylhet, bangladesh",sylhet,bengali,urdu hindi,25,female,4,academic,usa,3 years,bengali12
1683,"corentyne, guyana",corentyne,english,none,53,female,0,naturalistic,"guyana, usa",53 years,english486
1684,"naha, japan",naha,japanese,none,57,female,13,academic,usa,20 years,japanese19
1685,"datteln, germany",datteln,german,french,21,female,10,academic,uk,0.2 years,german31
1686,"trieste, italy",trieste,italian,none,21,female,8,academic,usa,0.2 years,italian29
1687,"masan, south korea",masan,korean,japanese,19,female,8,naturalistic,usa,10 years,korean29
1688,"london, uk",london,english,french,22,female,0,naturalistic,uk,22 years,english487
1689,"santiago, chile",santiago,spanish,none,55,male,33,naturalistic,usa,23.7 years,spanish111
1690,"seoul, south korea",seoul,korean,none,49,female,14,academic,usa,26 years,korean30
1691,"lagos, nigeria",lagos,ibibio,yoruba,36,male,6,academic,usa,13 years,ibibio3
1692,"irvine, scotland, uk",irvine,english,none,35,female,0,naturalistic,"uk, usa",35 years,english488
1693,"la paz, bolivia",la paz,spanish,none,25,male,15,academic,usa,15 years,spanish112
1694,"kingston, jamaica",kingston,english,none,46,female,0,naturalistic,"jamaica, usa",46 years,english489
1695,"cochabamba, bolivia",cochabamba,spanish,none,19,male,8,academic,usa,11 years,spanish113
1696,"seoul, south korea",seoul,korean,none,18,female,7,academic,usa,2 years,korean31
1697,"new delhi, india",new delhi,hindi,none,53,male,12,academic,usa,25 years,hindi14
1698,"ho chi minh city, vietnam",ho chi minh city,vietnamese,none,51,male,20,academic,usa,31 years,vietnamese14
1699,"beirut, lebanon",beirut,arabic,french,28,female,17,academic,usa,11 years,arabic57
1700,"baghdad, iraq",baghdad,arabic,none,34,male,9,academic,usa,5.5 years,arabic58
1701,"douala, cameroon",douala,french,none,19,female,3,naturalistic,"cameroon, usa",19 years,french48
1702,"irbid, jordan",irbid,arabic,german,55,male,9,academic,usa,35 years,arabic59
1704,"sivas, turkey",sivas,turkish,kurdish,45,male,22,naturalistic,usa,22 years,turkish26
1705,"rotterdam, netherlands",rotterdam,dutch,french german,21,male,11,academic,usa,0.5 years,dutch43
1706,"tirana, albania",tirana,albanian,german italian french spanish latin,22,female,6,naturalistic,usa,1.4 years,albanian9
1707,"niedersachsen, germany",niedersachsen,german,japanese,29,female,12,academic,usa,17 years,german32
1708,"gomel, belarus",gomel,russian,german,84,male,18,naturalistic,usa,61 years,russian38
1709,"auckland, new zealand",auckland,english,none,18,male,0,naturalistic,new zealand,18.5 years,english490
1710,"yerevan, armenia",yerevan,armenian,russian,50,female,35,naturalistic,usa,15 years,armenian8
1711,"cairo, egypt",cairo,arabic,french,60,male,14,academic,usa,23 years,arabic60
1712,"bethlehem, pennsylvania, usa",bethlehem,greek,none,24,male,4,naturalistic,usa,20 years,greek12
1713,"westmoreland, jamaica",westmoreland,english,none,79,female,0,naturalistic,"jamaica, usa",79 years,english491
1714,"paktia, afghanistan",paktia,pashto,none,39,male,17,naturalistic,usa,1 years,pashto8
1715,"seoul, south korea",seoul,korean,none,35,female,28,naturalistic,usa,7 years,korean32
1716,"omaha, nebraska, usa",omaha,english,spanish german,22,female,0,naturalistic,usa,22 years,english492
1717,"copenhagen, denmark",copenhagen,danish,hebrew german,22,male,8,naturalistic,,0 years,danish7
1718,"miami, florida, usa",miami,english,spanish japanese,20,male,0,naturalistic,usa,13.5 years,english493
1719,"findlay, ohio, usa",findlay,english,korean japanese,27.5,male,0,naturalistic,usa,27.5 years,english494
1720,"kirkland, washington, usa",kirkland,english,none,21,male,0,naturalistic,usa,21 years,english495
1721,"bangkok, thailand",bangkok,thai,japanese,33,male,8,academic,"india, singapore",0.5 years,thai12
1722,"seongnam, south korea",seongnam,korean,japanese,30,female,13,academic,usa,2 years,korean33
1723,"coimbatore, tamil nadu, india",coimbatore,tamil,hindi,36,female,5,academic,usa,12 years,tamil5
1724,"london, england, uk",london,english,japanese,20,male,0,naturalistic,uk,20 years,english496
1725,"petah-tiqwa, israel",petah-tiqwa,hebrew,none,23,male,4,naturalistic,usa,22 years,hebrew9
1726,"cleveland, ohio, usa",cleveland,english,none,22,male,0,naturalistic,usa,22 years,english497
1727,"prince george, british columbia, canada",prince george,english,french german,27,male,0,naturalistic,canada,27 years,english498
1728,"st. paul, minnesota, usa",st. paul,english,french,21,female,0,naturalistic,usa,21 years,english499
1729,"paris, france",paris,french,none,39,male,12,academic,"uk, usa, new zealand",1 years,french49
1730,"istanbul, turkey",istanbul,turkish,french,18,female,7,academic,,0 years,turkish27
1731,"sulaymaniyah, iraq",sulaymaniyah,kurdish,none,55,female,39,naturalistic,usa,16 years,kurdish8
1732,"seville, spain",seville,spanish,catalan,22,female,8,naturalistic,uk,0.25 years,spanish114
1733,"albury, new south wales, australia",albury,english,indonesian tongan,38,male,0,naturalistic,australia,38 years,english500
1734,"pittsburgh, pennsylvania, usa",pittsburgh,english,none,64,female,0,naturalistic,usa,64 years,english501
1735,"farmington hills, michigan, usa",farmington hills,english,none,30,female,0,naturalistic,usa,30 years,english502
1736,"shanghai, china",shanghai,mandarin,french,21,male,10,academic,australia,2.5 years,mandarin49
1737,"bytow, poland",bytow,polish,none,19,male,16,academic,uk,0.2 years,polish26
1738,"koszalin, poland",koszalin,polish,german spanish,19,male,6,academic,,0 years,polish27
1739,"benin city, nigeria",benin city,english,spanish german,29,female,0,naturalistic,"nigeria, usa",25 years,english503
1740,"antwerp, belgium",antwerp,dutch,german french spanish,21,female,12,academic,,0 years,dutch44
1741,"bologna, italy",bologna,italian,none,23,male,11,academic,,0 years,italian30
1742,"sint niklaas, belgium",sint niklaas,dutch,french latin german spanish hebrew,22,male,2,naturalistic,,0 years,dutch45
1744,"la paz, bolivia",la paz,spanish,french,58,female,8,academic,usa,15 years,spanish115
1745,"koszalin, poland",koszalin,polish,pashto,20,female,10,academic,,0 years,polish28
1746,"sunds, denmark",sunds,danish,german swedish norwegian,28,female,11,academic,usa,3.5 years,danish8
1747,"bogota, colombia",bogota,spanish,french,37,male,6,academic,usa,3 years,spanish116
1748,"sianow, poland",sianow,polish,spanish german,20,male,11,academic,,0 years,polish29
1749,"koszalin, poland",koszalin,polish,german swedish,21,female,9,academic,,0 years,polish30
1750,"brooklyn, new york, usa",brooklyn,russian,none,25,female,5,naturalistic,usa,25 years,
1751,"paris, france",paris,french,none,67,female,14,academic,usa,39 years,french50
1752,"vetlanda, sweden",vetlanda,swedish,german,23,male,9,academic,,0 years,swedish14
1753,"manama, bahrain",manama,arabic,turkish urdu,20,male,7,academic,usa,1.75 years,arabic61
1754,"kabul, afghanistan",kabul,dari,urdu pashto,59,male,13,academic,usa,29 years,dari4
1755,"balkanabat, turkmenistan",balkanabat,turkmen,turkish russian,24,male,10,academic,usa,0.4 years,turkmen1
1756,"dangriga, belize",dangriga,garifuna,none,69,female,5,academic,,0 years,garifuna1
1757,"tela atlantida, honduras",tela atlantida,garifuna,spanish,51,male,23,naturalistic,usa,30 years,garifuna2
1758,"lahore, pakistan",lahore,punjabi,urdu,25,male,5,academic,usa,2 years,punjabi6
1759,"lahore, pakistan",lahore,punjabi,urdu,22,male,5,academic,usa,0.2 years,punjabi7
1760,"margibi, liberia",margibi,kru,bassa,52,female,4,naturalistic,"liberia, usa",52 years,kru1
1761,"baglung, nepal",baglung,nepali,hindi-urdu,36,male,10,academic,usa,4 years,nepali9
1762,"dublin, ireland",dublin,irish,german french spanish serbian,28,male,3,naturalistic,"ireland, usa",28 years,irish1
1763,"almaty, kazakhstan",almaty,kazakh,russian,49,female,30,naturalistic,usa,0.5 years,kazakh3
1764,"manila, philippines",manila,tagalog,ilocano,48,male,7,academic,"philippines, usa",48 years,tagalog9
1765,"liege, wallonia, belgium",liege,french,german,18,male,5,academic,,0 years,french51
1766,"sulaymaniyah, iraq",sulaymaniyah,kurdish,arabic,57,male,40,naturalistic,usa,17 years,kurdish9
1767,"sulaymaniyah, iraq",sulaymaniyah,kurdish,arabic farsi,37,male,30,naturalistic,usa,7 years,kurdish10
1768,"ad dammam, saudi arabia",ad dammam,arabic,none,19,male,18,academic,usa,1 years,arabic62
1769,"bani walid, libya",bani walid,arabic,none,28,female,10,academic,usa,0.3 years,arabic63
1770,"kathmandu, nepal",kathmandu,nepali,hindi urdu,23,female,3,academic,usa,3 years,nepali10
1771,"monrovia, liberia",monrovia,liberian pidgin english,none,28,female,14,naturalistic,"liberia, usa",28 years,liberian pidgin english1
1772,"istanbul, turkey",istanbul,turkish,spanish french,24,female,4,naturalistic,usa,5 years,turkish28
1773,"london, england, uk",london,portuguese,spanish,23,male,0,naturalistic,uk,4 years,portuguese40
1774,"bishkek, kyrgyzstan",bishkek,russian,mandarin turkish arabic mandarin,23,female,8,academic,usa,2 years,russian40
1775,"jakarta, indonesia",jakarta,indonesian,spanish,32,male,14,academic,"singapore, usa",9.5 years,indonesian8
1776,"tallinn, estonia",tallinn,estonian,russian,22,male,9,academic,usa,2 years,estonian3
1777,"riyadh, saudi arabia",riyadh,arabic,none,23,male,6,naturalistic,usa,3 years,arabic64
1778,"samail, oman",samail,arabic,none,32,female,10,academic,"canada, usa",6 years,arabic65
1779,"tema, ghana",tema,twi,french,22,female,6,academic,usa,6 years,twi4
1780,"bangalore, india",bangalore,malayalam,french kannada,19,female,3.5,naturalistic,usa,15 years,malayalam3
1781,"willemstad, curacao",willemstad,papiamentu,spanish dutch,27,female,5,naturalistic,usa,5 years,papiamentu1
1782,"jilandhar, punjab, india",jilandhar,punjabi,none,44,male,13,academic,usa,20 years,punjabi8
1783,"willemstad, curacao",willemstad,papiamentu,dutch spanish,23,male,10,naturalistic,usa,6.5 years,papiamentu2
1784,"medina, saudi arabia",medina,arabic,none,50,male,14,academic,usa,1 years,arabic66
1785,"nasriah, iraq",nasriah,arabic,none,43,male,22,academic,usa,20 years,arabic67
1786,"west palm beach, florida, usa",west palm beach,english,japanese,25,male,0,naturalistic,usa,25 years,english504
1787,"dakar, senegal",dakar,wolof,french,25,male,13,academic,usa,12 years,wolof6
1788,"hsinchu, taiwan",hsinchu,mandarin,taiwanese,25,male,9,academic,usa,0.2 years,mandarin50
1789,"colombo, sri lanka",colombo,sinhala,spanish,26,female,13,academic,usa,13 years,sinhala5
1790,"nairobi, kenya",nairobi,kikuyu,swahili,23,female,4,naturalistic,"kenya, usa",23 years,kikuyu4
1791,"baku, azerbaijan",baku,azerbaijani,turkish arabic,31,male,16,academic,usa,2 years,azerbaijani3
1792,"tianjin, hebei, china",tianjin,mandarin,none,25,male,10,academic,usa,2 years,mandarin51
1793,"shaoxing, zhejiang, china",shaoxing,mandarin,japanese,26,female,6,academic,usa,1 years,mandarin52
1794,"new delhi, india",new delhi,hindi,german,23,female,1,naturalistic,usa,1 years,hindi15
1795,"lahore, pakistan",lahore,urdu,punjabi,22,female,4,naturalistic,usa,21.5 years,urdu13
1796,"accra, ghana",accra,ga,twi,36,male,5,academic,"ghana, usa",36 years,ga5
1797,"madrid, spain",madrid,spanish,french german italian portuguese turkish,46,male,12,academic,usa,13 years,spanish117
1798,"beirut, lebanon",beirut,english,french italian arabic spanish mandarin,50,female,0,naturalistic,usa,9 years,english505
1799,"new orleans, louisiana, usa",new orleans,english,french mandarin,30,female,0,naturalistic,usa,30 years,english506
1800,"accra, ghana",accra,english,twi ga spanish,21,male,0,naturalistic,"ghana, usa",21 years,english507
1801,"winfield, illinois, usa",winfield,english,spanish,20,female,0,naturalistic,usa,20 years,english508
1802,"coudersport, pennsylvania, usa",coudersport,english,spanish,44,female,0,naturalistic,usa,35 years,english509
1803,"philadelphia, pennsylvania, usa",philadelphia,english,french,66,female,0,naturalistic,usa,66 years,english510
1804,"vlore, albania",vlore,greek,albanian,23,female,6,academic,usa,13 years,greek13
1805,"london, uk",london,arabic,none,20,male,6,naturalistic,"uk, usa",9 years,arabic68
1806,"monterrey, mexico",monterrey,spanish,italian,48,female,13,academic,usa,22 years,spanish118
1807,"madrid, spain",madrid,spanish,french,40,female,11,naturalistic,usa,15 years,spanish119
1808,"ankara, turkey",ankara,turkish,french,21,female,11,academic,usa,6.2 years,turkish29
1809,"ho chi minh city, vietnam",ho chi minh city,vietnamese,japanese,29,male,15,academic,usa,7 years,vietnamese15
1810,"kerma, sudan",kerma,arabic,nobiin,55,female,15,academic,"uk, usa",21 years,arabic69
1811,"darhan, mongolia",darhan,mongolian,japanese russian,28,female,28,academic,usa,0.5 years,mongolian7
1812,"manila, philippines",manila,tagalog,none,39,female,6,academic,usa,21 years,tagalog10
1813,"lisbon, portugal",lisbon,french,spanish german,56,female,11,academic,usa,33 years,french52
1814,"seoul, south korea",seoul,korean,japanese,20,female,11,academic,usa,6 years,korean34
1815,"gwangju, south korea",gwangju,korean,japanese german spanish,48,male,12,academic,usa,6 years,korean35
1816,"lancaster, pennsylvania, usa",lancaster,greek,french,22,female,3,naturalistic,usa,22 years,greek14
1817,"ningbo, zhejiang, china",ningbo,mandarin,none,38,female,13,academic,usa,15 years,mandarin53
1818,"montgomery, alabama, usa",montgomery,english,german,31,female,0,naturalistic,usa,31 years,english511
1819,"salina, kansas, usa",salina,english,none,54,female,0,naturalistic,usa,54 years,english512
1820,"kabul, afghanistan",kabul,pashto,dari,56,male,18,academic,usa,31 years,pashto9
1821,"lome, togo",lome,ife,french spanish,30,male,12,academic,usa,13 years,ife1
1822,"pizen, czech republic",pizen,czech,none,21,female,7,naturalistic,usa,14 years,czech8
1823,"bogota, colombia",bogota,spanish,french german,25,female,2,academic,usa,16 years,spanish120
1824,"stokholm, sweden",stokholm,swedish,none,22,male,12,academic,usa,1 years,swedish15
1825,"dhaka, bangladesh",dhaka,bengali,hindi urdu arabic,33,female,10,academic,usa,7 years,bengali13
1826,"pasaquina, el salvador",pasaquina,spanish,none,34,male,21,academic,usa,10 years,spanish121
1827,"casablanca, morocco",casablanca,arabic,french spanish,47,male,16,academic,usa,25 years,arabic70
1828,"kuwait city, kuwait",kuwait city,arabic,turkish spanish,29,female,21,naturalistic,usa,8 years,arabic71
1829,"nakhon si thammarat, thailand",nakhon si thammarat,thai,chinese,69,female,7,academic,usa,41 years,thai13
1830,"creteil, france",creteil,french,spanish,19,female,10,academic,usa,0.3 years,french53
1831,"toluca, mexico",toluca,spanish,none,26,female,10,academic,usa,16 years,spanish122
1832,"baghdad, iraq",baghdad,arabic,none,20,female,11,academic,usa,4.8 years,arabic72
1833,"yokosuka, japan",yokosuka,japanese,none,21,male,14,academic,usa,6 years,japanese20
1834,"ilbague, colombia",ilbague,spanish,french,57,female,14,academic,usa,17 years,spanish123
1835,"santa cruz, bolivia",santa cruz,spanish,none,22,male,5,naturalistic,usa,14 years,spanish124
1836,"goteborg, sweden",goteborg,swedish,spanish french,39,female,11,academic,usa,15 years,swedish16
1837,"manila, philippines",manila,tagalog,arabic,59,female,11,academic,usa,1 years,tagalog11
1838,"taegu, south korea",taegu,korean,japanese,51,female,12,academic,usa,28 years,korean36
1839,"jerusalem, israel",jerusalem,greek,french hebrew arabic,81,female,8,academic,usa,6 years,greek15
1840,"lima, peru",lima,spanish,none,23,male,9,naturalistic,usa,14 years,spanish125
1841,"nazareth, israel",nazareth,arabic,hebrew,47,female,7,academic,usa,28 years,arabic73
1842,"jining, inner mongolia, china",jining,mongolian,mandarin,25,male,5,academic,usa,1.5 years,mongolian8
1843,"seoul, south korea",seoul,korean,none,27,female,14,academic,usa,13 years,korean37
1844,"nizhni novgorod, russia",nizhni novgorod,russian,german turkish japanese latin,30,female,10,academic,usa,10 years,russian41
1845,"riga, latvia",riga,latvian,none,19,female,5,academic,usa,5 years,latvian3
1846,"vichy, france",vichy,french,spanish russian,25,female,8,academic,usa,7.5 years,french54
